Name,Nationality,Date of Birth,Height,Club,Position,Appearances,Goals,Assists,Clean sheets,Facebook,Gls,Ast,xG,xAG,PrgC,PrgP,Min,MP,Tkl,TklW,Int,Recoveries,Gls_per_90,Ast_per_90
Callum Hudson-Odoi,England,07/11/2000 (23),182cm,Nottingham Forest,Forward,101.0,12.0,12.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Joe Hugill,England,19/10/2003,188cm,0,Forward,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Hugo Bueno,Spain,18/09/2002 (21),180cm,Wolverhampton Wanderers,Defender,43.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Bashir Humphreys,England,15/03/2003 (21),187cm,Swansea City,Defender,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Mackenzie Hunt,England,14/11/2001,0,0,Defender,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
James Huntley,England,02/03/2004 (20),0,Newcastle United,Midfielder,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Omari Hutchinson,Jamaica,29/10/2003 (20),174cm,Ipswich Town,Forward,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Hwang Hee-Chan,South Korea,26/01/1996 (28),177cm,Wolverhampton Wanderers,Forward,86.0,20.0,5.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Hwang Ui-Jo,South Korea,28/08/1992 (31),185cm,Nottingham Forest,Forward,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Pierre-Emile Højbjerg,Denmark,05/08/1995,185cm,0,Midfielder,254.0,12.0,15.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Rasmus Højlund,Denmark,04/02/2003 (21),191cm,Manchester United,Forward,30.0,10.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Bradley Ibrahim,England,21/10/2004,0,0,Midfielder,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Igor Julio,Brazil,07/02/1998 (26),185cm,Brighton & Hove Albion,Defender,24.0,0.0,0.0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Danny Imray,England,27/07/2003,0,0,Defender,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Tim Iroegbunam,England,30/06/2003 (21),183cm,Everton,Midfielder,12.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Andy Irving,Scotland,13/05/2000,190cm,0,Midfielder,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Alexander Isak,Sweden,21/09/1999 (24),192cm,Newcastle United,Forward,52.0,31.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Harry Isted,England,05/03/1997,186cm,0,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Ivan Cavaleiro,Angola,18/10/1993,175cm,0,Forward,59.0,6.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Ben Jackson,England,03/09/2003,190cm,0,Defender,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Reece James,England,08/12/1999 (24),182cm,Chelsea,Defender,108.0,7.0,16.0,20.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Jamie Miley,England,14/01/2004 (20),0,Newcastle United,Midfielder,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Vitaly Janelt,Germany,10/05/1998 (26),184cm,Brentford,Midfielder,104.0,8.0,4.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Pontus Jansson,Sweden,13/02/1991,194cm,0,Defender,49.0,4.0,1.0,8.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Vítezslav Jaros,Czech Republic,23/07/2001 (23),190cm,Liverpool,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Daniel Jebbison,Canada,11/07/2003 (21),190cm,Bournemouth,Forward,5.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Mathias Jensen,Denmark,01/01/1996 (28),180cm,Brentford,Midfielder,100.0,8.0,10.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Raúl Jiménez,Mexico,05/05/1991 (33),190cm,Fulham,Forward,159.0,47.0,18.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
João Cancelo,Portugal,27/05/1994 (30),182cm,FC Barcelona,Defender,98.0,5.0,11.0,41.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
João Félix,Portugal,10/11/1999,181cm,0,Forward,16.0,4.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
João Gomes,Brazil,12/02/2001 (23),176cm,Wolverhampton Wanderers,Midfielder,45.0,3.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
João Moutinho,Portugal,08/09/1986,170cm,0,Midfielder,175.0,5.0,18.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
João Palhinha,Portugal,09/07/1995,190cm,0,Midfielder,68.0,7.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
João Pedro,Brazil,26/09/2001 (22),182cm,Brighton & Hove Albion,Forward,62.0,12.0,4.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
João Virgínia,Portugal,10/10/1999 (24),193cm,Everton,Goalkeeper,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Joelinton,Brazil,14/08/1996 (27),186cm,Newcastle United,Forward,156.0,18.0,7.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Kyle John,England,13/02/2001,0,0,Defender,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Joe Johnson,England,21/02/2006,180cm,0,Defender,2.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Curtis Jones,England,30/01/2001 (23),185cm,Liverpool,Midfielder,86.0,7.0,5.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Jorginho,Italy,20/12/1991 (32),180cm,Arsenal,Midfielder,181.0,21.0,8.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
José Sá,Portugal,17/01/1993 (31),192cm,Wolverhampton Wanderers,Goalkeeper,108.0,0.0,2.0,26.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Marc Jurado,Spain,13/04/2004,178cm,0,Defender,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Issa Kaboré,Burkina Faso,12/05/2001 (23),180cm,Luton Town,Defender,24.0,0.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Sasa Kalajdzic,Austria,07/07/1997 (27),200cm,Wolverhampton Wanderers,Forward,12.0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Boubacar Kamara,France,23/11/1999 (24),184cm,Aston Villa,Midfielder,44.0,0.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Willy Kambwala,France,25/08/2004,0,0,Defender,8.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Thomas Kaminski,Belgium,23/10/1992,190cm,0,Goalkeeper,38.0,0.0,0.0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
N'Golo Kanté,France,29/03/1991,168cm,0,Midfielder,227.0,12.0,17.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Michal Karbownik,Poland,13/03/2001,175cm,0,Defender,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Loris Karius,Germany,22/06/1993,189cm,0,Goalkeeper,30.0,0.0,0.0,13.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Leigh Kavanagh,Ireland,27/12/2003,0,0,Defender,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Hayao Kawabe,Japan,08/09/1995,178cm,0,Midfielder,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Neeskens Kebano,DR Congo,10/03/1992,170cm,0,Midfielder,29.0,0.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Josh Keeley,Ireland,17/05/2003,0,0,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Thilo Kehrer,Germany,21/09/1996,186cm,0,Defender,31.0,0.0,2.0,5.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Naby Keïta,Guinea,10/02/1995,172cm,0,Midfielder,84.0,7.0,5.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Caoimhín Kelleher,Ireland,23/11/1998 (25),188cm,Liverpool,Goalkeeper,15.0,0.0,0.0,4.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Lloyd Kelly,England,06/10/1998 (25),178cm,Newcastle United,Defender,54.0,0.0,3.0,10.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Omari Kellyman,England,25/09/2005 (18),0,Chelsea,Midfielder,2.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Kepa,Spain,03/10/1994 (29),189cm,Real Madrid,Goalkeeper,109.0,0.0,0.0,35.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Milos Kerkez,Hungary,07/11/2003 (20),180cm,Bournemouth,Defender,28.0,0.0,1.0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Kaine Kesler-Hayden,England,23/10/2002 (21),175cm,Aston Villa,Defender,3.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Aaron Keto-Diyawa,England,11/09/2003 (20),0,Wolverhampton Wanderers,Defender,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Reda Khadra,Germany,04/07/2001,175cm,0,Midfielder,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Gavin Kilkenny,Ireland,01/02/2000 (24),170cm,Fleetwood Town,Midfielder,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Maximilian Kilman,England,23/05/1997 (27),194cm,West Ham United,Defender,127.0,3.0,1.0,31.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Kim Ji-Soo,South Korea,24/12/2004 (19),192cm,Brentford,Defender,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Josh King,England,03/01/2007,0,0,Midfielder,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Max Kinsey,England,02/02/2005 (19),0,Bournemouth,Defender,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Jakub Kiwior,Poland,15/02/2000 (24),189cm,Arsenal,Defender,27.0,2.0,3.0,6.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Justin Kluivert,Netherlands,05/05/1999 (25),171cm,Bournemouth,Forward,32.0,7.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Ben Knight,England,14/06/2002 (22),171cm,Stockport County,Forward,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Jacob Knightbridge,England,25/01/2004,0,0,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Anthony Knockaert,France,20/11/1991,172cm,0,Midfielder,72.0,5.0,7.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Luca Koleosho,Italy,15/09/2004,175cm,0,Forward,15.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Yunus Konak,Turkey,10/01/2006 (18),181cm,Brentford,Midfielder,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Ibrahima Konaté,France,25/05/1999 (25),194cm,Liverpool,Defender,51.0,0.0,0.0,16.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Terence Kongolo,Netherlands,14/02/1994,188cm,0,Defender,46.0,1.0,1.0,5.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Kalidou Koulibaly,Senegal,20/06/1991,195cm,0,Defender,23.0,2.0,1.0,5.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Lewis Koumas,Wales,19/09/2005,0,0,Forward,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Cheikhou Kouyaté,Senegal,21/12/1989,189cm,0,Midfielder,291.0,15.0,11.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Mateo Kovacic,Croatia,06/05/1994 (30),177cm,Manchester City,Midfielder,172.0,5.0,13.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Matej Kovár,Czech Republic,17/05/2000,196cm,0,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Kacper Kozlowski,Poland,16/10/2003,182cm,0,Midfielder,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Emil Krafth,Sweden,02/08/1994 (30),184cm,Newcastle United,Defender,71.0,1.0,2.0,11.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Mohammed Kudus,Ghana,02/08/2000 (24),177cm,West Ham United,Midfielder,33.0,8.0,6.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Dejan Kulusevski,Sweden,25/04/2000 (24),186cm,Tottenham Hotspur,Midfielder,84.0,15.0,18.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Garang Kuol,Australia,15/09/2004 (19),175cm,Newcastle United,Forward,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Layvin Kurzawa,France,04/09/1992,182cm,0,Defender,3.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Levi Laing,England,12/04/2003,0,0,Defender,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Tariq Lamptey,Ghana,30/09/2000 (23),163cm,Brighton & Hove Albion,Defender,89.0,1.0,7.0,5.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Will Lankshear,England,20/04/2005 (19),0,0,Forward,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Manuel Lanzini,Argentina,15/02/1993,167cm,0,Midfielder,179.0,27.0,17.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Aymeric Laporte,Spain,27/05/1994,189cm,0,Defender,121.0,8.0,3.0,50.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Yasser Larouci,Algeria,01/01/2001,176cm,0,Defender,11.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Richie Laryea,Canada,07/01/1995,175cm,0,Defender,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Roméo Lavia,Belgium,06/01/2004 (20),181cm,Chelsea,Midfielder,30.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Dexter Lembikisa,Jamaica,04/11/2003,180cm,0,Defender,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Clément Lenglet,France,17/06/1995,186cm,0,Defender,40.0,0.0,3.0,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Bernd Leno,Germany,04/03/1992 (32),189cm,Fulham,Goalkeeper,175.0,0.0,0.0,43.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Marc Leonard,Scotland,19/12/2001,0,0,Midfielder,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Jefferson Lerma,Colombia,25/10/1994 (29),179cm,Crystal Palace,Midfielder,128.0,9.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Marcel Lewis,England,30/09/2001,0,0,Midfielder,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Lewis Miley,England,01/05/2006 (18),185cm,Newcastle United,Midfielder,18.0,1.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Keane Lewis-Potter,England,22/02/2001 (23),170cm,Brentford,Forward,40.0,3.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Myles Lewis-Skelly,England,26/09/2006 (17),178cm,Arsenal,Midfielder,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Victor Lindelöf,Sweden,17/07/1994 (30),187cm,Manchester United,Defender,178.0,4.0,5.0,47.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Lisandro Martínez,Argentina,18/01/1998 (26),175cm,Manchester United,Defender,38.0,1.0,1.0,8.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Tino Livramento,England,12/11/2002 (21),182cm,Newcastle United,Defender,56.0,2.0,1.0,7.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Hugo Lloris,France,26/12/1986,188cm,0,Goalkeeper,361.0,0.0,0.0,127.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Giovani Lo Celso,Argentina,09/04/1996 (28),177cm,Tottenham Hotspur,Midfielder,77.0,3.0,5.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Tom Lockyer,Wales,03/12/1994,185cm,0,Defender,14.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Andy Lonergan,England,19/10/1983,192cm,0,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Sean Longstaff,England,30/10/1997 (26),180cm,Newcastle United,Midfielder,146.0,10.0,9.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Jamal Lowe,Jamaica,21/07/1994,183cm,0,Forward,2.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Lucas Moura,Brazil,13/08/1992,172cm,0,Forward,152.0,20.0,15.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Lucas Paquetá,Brazil,27/08/1997 (26),180cm,West Ham United,Midfielder,59.0,8.0,9.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Luizão,Brazil,08/03/2002,187cm,0,Defender,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Jayden Luker,England,30/04/2005,0,0,Midfielder,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Sasa Lukic,Serbia,13/08/1996 (27),183cm,Fulham,Midfielder,36.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Lyle Taylor,Montserrat,29/03/1990,188cm,0,Forward,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Ian Maatsen,Netherlands,10/03/2002 (22),178cm,Aston Villa,Defender,12.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Alexis Mac Allister,Argentina,24/12/1998 (25),176cm,Liverpool,Midfielder,131.0,21.0,10.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Noni Madueke,England,10/03/2002 (22),176cm,Chelsea,Forward,35.0,6.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Paris Maghoma,England,08/05/2001 (23),0,Bolton Wanderers,Midfielder,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Mahmoud Dahoud,Syria,01/01/1996 (28),178cm,Brighton & Hove Albion,Midfielder,9.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Riyad Mahrez,Algeria,21/02/1991,179cm,0,Forward,284.0,82.0,61.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Kobbie Mainoo,England,19/04/2005 (19),175cm,Manchester United,Midfielder,25.0,3.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Tyrell Malacia,Netherlands,17/08/1999 (24),170cm,Manchester United,Defender,22.0,0.0,0.0,6.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Orel Mangala,Belgium,18/03/1998,178cm,0,Midfielder,47.0,2.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Javier Manquillo,Spain,05/05/1994,178cm,0,Defender,126.0,2.0,7.0,21.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Manuel Benson,Angola,28/03/1997,178cm,0,Forward,8.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Marcelo Pitaluga,Brazil,20/12/2002 (21),192cm,Liverpool,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Emiliano Marcondes,Denmark,09/03/1995,182cm,0,Midfielder,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Mario Lemina,Gabon,01/09/1993 (30),184cm,Wolverhampton Wanderers,Midfielder,128.0,7.0,4.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Finley Marjoram,England,26/03/2006,0,0,Defender,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Marquinhos,Brazil,07/04/2003,175cm,0,Forward,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Filip Marschall,England,24/04/2003,195cm,0,Goalkeeper,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Zach Marsh,England,06/10/2005,0,0,Forward,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Callum Marshall,Northern Ireland,28/11/2004 (19),172cm,West Bromwich Albion,Forward,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Anthony Martial,France,05/12/1995,181cm,0,Forward,209.0,63.0,28.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Han-Noah Massengo,France,07/07/2001,178cm,0,Midfielder,3.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Arthur Masuaku,DR Congo,07/11/1993,179cm,0,Defender,105.0,1.0,9.0,17.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Mateo Mejia,Spain,31/03/2003,0,0,Forward,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Jean-Philippe Mateta,France,28/06/1997 (27),192cm,Crystal Palace,Forward,93.0,24.0,6.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Matheus Cunha,Brazil,27/05/1999 (25),183cm,Wolverhampton Wanderers,Forward,49.0,14.0,7.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Matheus França,Brazil,01/04/2004 (20),178cm,Crystal Palace,Forward,10.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Matheus Nunes,Portugal,27/08/1998 (25),183cm,Manchester City,Midfielder,53.0,1.0,3.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Roshaun Mathurin,England,23/01/2004 (20),0,Crystal Palace,Forward,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Joël Matip,Cameroon,08/08/1991,195cm,0,Defender,150.0,9.0,5.0,54.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Alex Matos,England,03/10/2004 (19),0,Huddersfield Town,Forward,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Matthew Craig,Scotland,16/04/2003,0,0,Midfielder,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Remi Matthews,England,10/02/1994 (30),184cm,Crystal Palace,Goalkeeper,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Matty Longstaff,England,21/03/2000,0,0,Midfielder,14.0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Neal Maupay,France,14/08/1996 (27),173cm,Everton,Forward,160.0,33.0,10.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Mauro Bandeira,Portugal,18/11/2003,178cm,0,Midfielder,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Konstantinos Mavropanos,Greece,11/12/1997 (26),194cm,West Ham United,Defender,26.0,1.0,0.0,4.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Adrian Mazilu,Romania,13/09/2005 (18),186cm,Brighton & Hove Albion,Forward,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
